raceth,age_group_5yr,sex,statefip,n,weighted
Hispanic alone,40-44,NA,4,1731,221965
Hispanic alone,40-44,NA,5,220,24998
Hispanic alone,40-44,NA,6,19093,2237165
Hispanic alone,40-44,NA,8,855,122831
Hispanic alone,40-44,NA,9,670,101253
Hispanic alone,40-44,NA,10,130,19789
Hispanic alone,40-44,NA,11,76,11722
Hispanic alone,40-44,NA,12,3689,513476
Hispanic alone,40-44,NA,13,1209,162036
Hispanic alone,40-44,NA,15,187,21698
Hispanic alone,40-44,NA,16,200,28365
Hispanic alone,40-44,NA,17,2012,332191
Hispanic alone,40-44,NA,18,460,60386
Hispanic alone,40-44,NA,19,139,21588
Hispanic alone,40-44,NA,20,239,34781
Hispanic alone,40-44,NA,21,160,17539
Hispanic alone,40-44,NA,22,243,26244
Hispanic alone,40-44,NA,23,29,3092
Hispanic alone,40-44,NA,24,962,140582
Hispanic alone,40-44,NA,25,860,121460
Hispanic alone,40-44,NA,26,407,54214
Hispanic alone,40-44,NA,27,237,43401
Hispanic alone,40-44,NA,28,157,16884
Hispanic alone,40-44,NA,29,224,28518
Hispanic alone,40-44,NA,30,34,4211
Hispanic alone,40-44,NA,31,159,24890
Hispanic alone,40-44,NA,32,995,129062
Hispanic alone,40-44,NA,33,36,6624
Hispanic alone,40-44,NA,34,2249,311714
Hispanic alone,40-44,NA,35,615,89670
Hispanic alone,40-44,NA,36,3996,586602
Hispanic alone,40-44,NA,37,1340,176282
Hispanic alone,40-44,NA,38,13,3024
Hispanic alone,40-44,NA,39,434,57045
Hispanic alone,40-44,NA,40,361,47707
Hispanic alone,40-44,NA,41,513,77011
Hispanic alone,40-44,NA,42,748,162844
Hispanic alone,40-44,NA,44,153,22864
Hispanic alone,40-44,NA,45,384,49177
Hispanic alone,40-44,NA,46,26,3317
Hispanic alone,40-44,NA,47,433,50895
Hispanic alone,40-44,NA,48,6858,932635
Hispanic alone,40-44,NA,49,440,65331
Hispanic alone,40-44,NA,50,11,885
Hispanic alone,40-44,NA,51,898,136145
Hispanic alone,40-44,NA,53,1064,136011
Hispanic alone,40-44,NA,54,26,4322
Hispanic alone,40-44,NA,55,252,46131
Hispanic alone,40-44,NA,56,44,7369
Hispanic alone,45-49,NA,1,211,26338
Hispanic alone,45-49,NA,2,21,3414
Hispanic alone,45-49,NA,4,1599,189528
Hispanic alone,45-49,NA,5,210,24565
Hispanic alone,45-49,NA,6,18020,2026372
Hispanic alone,45-49,NA,8,781,106771
Hispanic alone,45-49,NA,9,610,85228
Hispanic alone,45-49,NA,10,108,14301
Hispanic alone,45-49,NA,11,61,10411
Hispanic alone,45-49,NA,12,3306,461195
Hispanic alone,45-49,NA,13,1075,142706
Hispanic alone,45-49,NA,15,134,16188
Hispanic alone,45-49,NA,16,187,25338
Hispanic alone,45-49,NA,17,2049,293390
Hispanic alone,45-49,NA,18,431,61601
Hispanic alone,45-49,NA,19,118,19449
Hispanic alone,45-49,NA,20,238,36517
Hispanic alone,45-49,NA,21,139,16063
Hispanic alone,45-49,NA,22,231,23962
Hispanic alone,45-49,NA,23,11,1132
Hispanic alone,45-49,NA,24,809,119071
Hispanic alone,45-49,NA,25,755,108143
Hispanic alone,45-49,NA,26,374,48707
Hispanic alone,45-49,NA,27,194,36270
Hispanic alone,45-49,NA,28,111,13084
Hispanic alone,45-49,NA,29,187,24280
Hispanic alone,45-49,NA,30,15,1677
Hispanic alone,45-49,NA,31,120,23964
Hispanic alone,45-49,NA,32,960,112868
Hispanic alone,45-49,NA,33,28,6052
Hispanic alone,45-49,NA,34,2015,289723
Hispanic alone,45-49,NA,35,618,81551
Hispanic alone,45-49,NA,36,3789,553135
Hispanic alone,45-49,NA,37,1224,172159
Hispanic alone,45-49,NA,38,23,2637
Hispanic alone,45-49,NA,39,365,44986
Hispanic alone,45-49,NA,40,322,41376
Hispanic alone,45-49,NA,41,462,65394
Hispanic alone,45-49,NA,42,632,127647
Hispanic alone,45-49,NA,44,135,23168
Hispanic alone,45-49,NA,45,307,39114
Hispanic alone,45-49,NA,46,30,5378
Hispanic alone,45-49,NA,47,354,42482
Hispanic alone,45-49,NA,48,6530,821613
Hispanic alone,45-49,NA,49,381,51481
Hispanic alone,45-49,NA,50,6,666
Hispanic alone,45-49,NA,51,716,109314
Hispanic alone,45-49,NA,53,936,120055
Hispanic alone,45-49,NA,54,29,3019
Hispanic alone,45-49,NA,55,206,36307
Hispanic alone,45-49,NA,56,42,4462
Hispanic alone,50-54,NA,1,140,16155
Hispanic alone,50-54,NA,2,34,6090
Hispanic alone,50-54,NA,4,1455,171110
Hispanic alone,50-54,NA,5,167,18616
Hispanic alone,50-54,NA,6,17621,1903660
Hispanic alone,50-54,NA,8,732,91231
Hispanic alone,50-54,NA,9,494,61872
Hispanic alone,50-54,NA,10,66,10051
Hispanic alone,50-54,NA,11,35,5282
Hispanic alone,50-54,NA,12,3329,413170
Hispanic alone,50-54,NA,13,775,107393
Hispanic alone,50-54,NA,15,129,13008
Hispanic alone,50-54,NA,16,165,20126
Hispanic alone,50-54,NA,17,1848,263800
Hispanic alone,50-54,NA,18,361,50005
Hispanic alone,50-54,NA,19,79,10940
Hispanic alone,50-54,NA,20,184,27842
Hispanic alone,50-54,NA,21,115,13781
Hispanic alone,50-54,NA,22,147,15361
Hispanic alone,50-54,NA,23,7,649
Hispanic alone,50-54,NA,24,624,96593
Hispanic alone,50-54,NA,25,678,87856
Hispanic alone,50-54,NA,26,316,41446
Hispanic alone,50-54,NA,27,161,31282
Hispanic alone,50-54,NA,28,87,9465
Hispanic alone,50-54,NA,29,172,19943
Hispanic alone,50-54,NA,30,15,1697
Hispanic alone,50-54,NA,31,112,14890
Hispanic alone,50-54,NA,32,884,108090
Hispanic alone,50-54,NA,33,33,3270
Hispanic alone,50-54,NA,34,1892,245650
Hispanic alone,50-54,NA,35,595,76910
Hispanic alone,50-54,NA,36,3579,518953
Hispanic alone,50-54,NA,37,889,120709
Hispanic alone,50-54,NA,38,15,1877
Hispanic alone,50-54,NA,39,293,34428
Hispanic alone,50-54,NA,40,253,37005
Hispanic alone,50-54,NA,41,438,58081
Hispanic alone,50-54,NA,42,693,120095
Hispanic alone,50-54,NA,44,149,21321
Hispanic alone,50-54,NA,45,261,28322
Hispanic alone,50-54,NA,46,21,2474
Hispanic alone,50-54,NA,47,288,35300
Hispanic alone,50-54,NA,48,5938,715674
Hispanic alone,50-54,NA,49,339,46191
Hispanic alone,50-54,NA,50,6,330
Hispanic alone,50-54,NA,51,626,82043
Hispanic alone,50-54,NA,53,807,89238
Hispanic alone,50-54,NA,54,16,1724
Hispanic alone,50-54,NA,55,176,29010
Hispanic alone,50-54,NA,56,28,2923
Hispanic alone,55-59,NA,1,120,14129
Hispanic alone,55-59,NA,2,30,3790
Hispanic alone,55-59,NA,4,1372,145617
Hispanic alone,55-59,NA,5,139,17587
Hispanic alone,55-59,NA,6,15848,1661971
Hispanic alone,55-59,NA,8,612,70969
Hispanic alone,55-59,NA,9,473,62064
Hispanic alone,55-59,NA,10,43,5647
Hispanic alone,55-59,NA,11,35,5952
Hispanic alone,55-59,NA,12,2845,314971
Hispanic alone,55-59,NA,13,614,75290
Hispanic alone,55-59,NA,15,115,8826
Hispanic alone,55-59,NA,16,143,18554
Hispanic alone,55-59,NA,17,1466,202755
Hispanic alone,55-59,NA,18,289,38555
Hispanic alone,55-59,NA,19,78,10764
Hispanic alone,55-59,NA,20,170,25227
Hispanic alone,55-59,NA,21,100,12686
Hispanic alone,55-59,NA,22,126,13122
Hispanic alone,55-59,NA,23,11,624
Hispanic alone,55-59,NA,24,530,81973
Hispanic alone,55-59,NA,25,607,79105
Hispanic alone,55-59,NA,26,282,35187
Hispanic alone,55-59,NA,27,129,24295
Hispanic alone,55-59,NA,28,53,5867
Hispanic alone,55-59,NA,29,133,13923
Hispanic alone,55-59,NA,30,18,1536
Hispanic alone,55-59,NA,31,95,14429
Hispanic alone,55-59,NA,32,728,81702
Hispanic alone,55-59,NA,33,27,3855
Hispanic alone,55-59,NA,34,1650,214843
Hispanic alone,55-59,NA,35,661,75400
Hispanic alone,55-59,NA,36,3521,478275
Hispanic alone,55-59,NA,37,637,80673
Hispanic alone,55-59,NA,38,7,323
Hispanic alone,55-59,NA,39,250,28966
Hispanic alone,55-59,NA,40,217,24769
Hispanic alone,55-59,NA,41,294,35674
Hispanic alone,55-59,NA,42,549,88559
Hispanic alone,55-59,NA,44,120,17632
Hispanic alone,55-59,NA,45,174,21760
Hispanic alone,55-59,NA,46,16,1188
Hispanic alone,55-59,NA,47,185,23987
Hispanic alone,55-59,NA,48,5615,616632
Hispanic alone,55-59,NA,49,299,38179
Hispanic alone,55-59,NA,50,7,1141
Hispanic alone,55-59,NA,51,465,63266
Hispanic alone,55-59,NA,53,571,63950
Hispanic alone,55-59,NA,54,18,1194
Hispanic alone,55-59,NA,55,161,23920
Hispanic alone,55-59,NA,56,21,1895
Hispanic alone,60-64,NA,1,98,10649
Hispanic alone,60-64,NA,2,30,3126
Hispanic alone,60-64,NA,4,1235,129833
Hispanic alone,60-64,NA,5,94,9721
Hispanic alone,60-64,NA,6,13432,1344501
Hispanic alone,60-64,NA,8,607,65440
Hispanic alone,60-64,NA,9,380,48159
Hispanic alone,60-64,NA,10,46,6272
Hispanic alone,60-64,NA,11,27,4206
Hispanic alone,60-64,NA,12,2462,276453
Hispanic alone,60-64,NA,13,445,55507
Hispanic alone,60-64,NA,15,100,8228
Hispanic alone,60-64,NA,16,121,14072
Hispanic alone,60-64,NA,17,1262,175296
Hispanic alone,60-64,NA,18,219,27354
Hispanic alone,60-64,NA,19,70,9426
Hispanic alone,60-64,NA,20,126,17419
Hispanic alone,60-64,NA,21,68,5867
Hispanic alone,60-64,NA,22,140,14132
Hispanic alone,60-64,NA,23,11,932
Hispanic alone,60-64,NA,24,401,55159
Hispanic alone,60-64,NA,25,517,60610
Hispanic alone,60-64,NA,26,238,26840
Hispanic alone,60-64,NA,27,78,14136
Hispanic alone,60-64,NA,28,35,2792
Hispanic alone,60-64,NA,29,110,13006
Hispanic alone,60-64,NA,30,18,1730
Hispanic alone,60-64,NA,31,72,9197
Hispanic alone,60-64,NA,32,627,69326
Hispanic alone,60-64,NA,33,25,3555
Hispanic alone,60-64,NA,34,1285,163005
Hispanic alone,60-64,NA,35,697,73543
Hispanic alone,60-64,NA,36,2902,406923
Hispanic alone,60-64,NA,37,462,58173
Hispanic alone,60-64,NA,38,4,105
Hispanic alone,60-64,NA,39,202,20658
Hispanic alone,60-64,NA,40,182,22897
Hispanic alone,60-64,NA,41,230,30460
Hispanic alone,60-64,NA,42,424,67263
Hispanic alone,60-64,NA,44,93,13803
Hispanic alone,60-64,NA,45,140,13908
Hispanic alone,60-64,NA,46,17,2538
Hispanic alone,60-64,NA,47,157,15425
Hispanic alone,60-64,NA,48,5045,525236
Hispanic alone,60-64,NA,49,217,23739
Hispanic alone,60-64,NA,50,6,490
Hispanic alone,60-64,NA,51,379,50799
Hispanic alone,60-64,NA,53,471,48719
Hispanic alone,60-64,NA,54,17,1718
Hispanic alone,60-64,NA,55,125,17393
Hispanic alone,60-64,NA,56,47,4499
Hispanic alone,65-69,NA,1,60,5219
Hispanic alone,65-69,NA,2,16,1291
Hispanic alone,65-69,NA,4,962,94880
Hispanic alone,65-69,NA,5,62,6851
Hispanic alone,65-69,NA,6,10486,1004833
Hispanic alone,65-69,NA,8,531,49343
Hispanic alone,65-69,NA,9,290,37692
Hispanic alone,65-69,NA,10,40,6691
Hispanic alone,65-69,NA,11,26,4113
Hispanic alone,65-69,NA,12,1907,205285
Hispanic alone,65-69,NA,13,290,36799
Hispanic alone,65-69,NA,15,83,6315
Hispanic alone,65-69,NA,16,92,8601
Hispanic alone,65-69,NA,17,960,126556
Hispanic alone,65-69,NA,18,158,20684
Hispanic alone,65-69,NA,19,43,6559
Hispanic alone,65-69,NA,20,117,15955
Hispanic alone,65-69,NA,21,35,2536
Hispanic alone,65-69,NA,22,117,10066
Hispanic alone,65-69,NA,23,4,373
Hispanic alone,65-69,NA,24,257,37658
Hispanic alone,65-69,NA,25,393,46220
Hispanic alone,65-69,NA,26,175,20811
Hispanic alone,65-69,NA,27,72,10126
Hispanic alone,65-69,NA,28,36,2965
Hispanic alone,65-69,NA,29,73,7866
Hispanic alone,65-69,NA,30,24,1571
Hispanic alone,65-69,NA,31,41,6329
Hispanic alone,65-69,NA,32,387,43705
Hispanic alone,65-69,NA,33,7,514
Hispanic alone,65-69,NA,34,1020,132779
Hispanic alone,65-69,NA,35,644,58111
Hispanic alone,65-69,NA,36,2216,298588
Hispanic alone,65-69,NA,37,298,34445
Hispanic alone,65-69,NA,38,7,612
Hispanic alone,65-69,NA,39,195,20014
Hispanic alone,65-69,NA,40,120,14066
Hispanic alone,65-69,NA,41,181,20534
Hispanic alone,65-69,NA,42,323,48311
Hispanic alone,65-69,NA,44,68,7808
Hispanic alone,65-69,NA,45,102,10841
Hispanic alone,65-69,NA,46,10,2185
Hispanic alone,65-69,NA,47,106,12328
Hispanic alone,65-69,NA,48,4193,385806
Hispanic alone,65-69,NA,49,145,17231
Hispanic alone,65-69,NA,50,3,642
Hispanic alone,65-69,NA,51,259,33260
Hispanic alone,65-69,NA,53,371,36623
Hispanic alone,65-69,NA,54,10,749
Hispanic alone,65-69,NA,55,95,16205
Hispanic alone,65-69,NA,56,28,2406
Hispanic alone,70-74,NA,1,34,3167
Hispanic alone,70-74,NA,2,9,951
Hispanic alone,70-74,NA,4,718,64027
Hispanic alone,70-74,NA,5,37,3394
Hispanic alone,70-74,NA,6,7124,665882
Hispanic alone,70-74,NA,8,378,33243
Hispanic alone,70-74,NA,9,191,21297
Hispanic alone,70-74,NA,10,21,1975
Hispanic alone,70-74,NA,11,13,1694
Hispanic alone,70-74,NA,12,1515,156554
Hispanic alone,70-74,NA,13,180,20239
Hispanic alone,70-74,NA,15,56,4357
Hispanic alone,70-74,NA,16,70,7082
Hispanic alone,70-74,NA,17,658,94576
Hispanic alone,70-74,NA,18,101,13987
Hispanic alone,70-74,NA,19,37,4563
Hispanic alone,70-74,NA,20,87,10697
Hispanic alone,70-74,NA,21,13,1346
Hispanic alone,70-74,NA,22,82,6260
Hispanic alone,70-74,NA,23,6,904
Hispanic alone,70-74,NA,24,142,18406
Hispanic alone,70-74,NA,25,277,29190
Hispanic alone,70-74,NA,26,132,12583
Hispanic alone,70-74,NA,27,48,7100
Hispanic alone,70-74,NA,28,19,1942
Hispanic alone,70-74,NA,29,49,5689
Hispanic alone,70-74,NA,30,17,1523
Hispanic alone,70-74,NA,31,44,5528
Hispanic alone,70-74,NA,32,287,30677
Hispanic alone,70-74,NA,33,9,700
Hispanic alone,70-74,NA,34,660,81837
Hispanic alone,70-74,NA,35,517,52119
Hispanic alone,70-74,NA,36,1701,232601
Hispanic alone,70-74,NA,37,186,23184
Hispanic alone,70-74,NA,38,6,462
Hispanic alone,70-74,NA,39,111,9893
Hispanic alone,70-74,NA,40,83,9187
Hispanic alone,70-74,NA,41,134,15471
Hispanic alone,70-74,NA,42,249,39763
Hispanic alone,70-74,NA,44,45,6496
Hispanic alone,70-74,NA,45,65,7911
Hispanic alone,70-74,NA,46,6,391
Hispanic alone,70-74,NA,47,47,5111
Hispanic alone,70-74,NA,48,3089,274691
Hispanic alone,70-74,NA,49,101,10626
Hispanic alone,70-74,NA,50,2,169
Hispanic alone,70-74,NA,51,175,23727
Hispanic alone,70-74,NA,53,241,23459
Hispanic alone,70-74,NA,54,18,1514
Hispanic alone,70-74,NA,55,71,9869
Hispanic alone,70-74,NA,56,26,2717
Hispanic alone,75-79,NA,1,22,2560
Hispanic alone,75-79,NA,2,8,775
Hispanic alone,75-79,NA,4,466,39213
Hispanic alone,75-79,NA,5,32,2693
Hispanic alone,75-79,NA,6,4583,425559
Hispanic alone,75-79,NA,8,246,19776
Hispanic alone,75-79,NA,9,113,13669
Hispanic alone,75-79,NA,10,11,1151
Hispanic alone,75-79,NA,11,10,1731
Hispanic alone,75-79,NA,12,1013,104054
Hispanic alone,75-79,NA,13,121,12977
Hispanic alone,75-79,NA,15,46,2801
Hispanic alone,75-79,NA,16,25,2667
Hispanic alone,75-79,NA,17,403,54868
Hispanic alone,75-79,NA,18,67,7960
Hispanic alone,75-79,NA,19,12,1349
Hispanic alone,75-79,NA,20,39,3216
Hispanic alone,75-79,NA,21,14,1043
Hispanic alone,75-79,NA,22,42,3257
Hispanic alone,75-79,NA,23,1,48
Hispanic alone,75-79,NA,24,86,11201
Hispanic alone,75-79,NA,25,198,21907
Hispanic alone,75-79,NA,26,106,9733
Hispanic alone,75-79,NA,27,23,2663
Hispanic alone,75-79,NA,28,15,1387
Hispanic alone,75-79,NA,29,36,3841
Hispanic alone,75-79,NA,30,8,298
Hispanic alone,75-79,NA,31,24,2446
Hispanic alone,75-79,NA,32,170,18054
Hispanic alone,75-79,NA,33,5,649
Hispanic alone,75-79,NA,34,429,53281
Hispanic alone,75-79,NA,35,344,30939
Hispanic alone,75-79,NA,36,1096,148387
Hispanic alone,75-79,NA,37,94,10178
Hispanic alone,75-79,NA,38,2,23
Hispanic alone,75-79,NA,39,86,8090
Hispanic alone,75-79,NA,40,45,5845
Hispanic alone,75-79,NA,41,73,7706
Hispanic alone,75-79,NA,42,134,22106
Hispanic alone,75-79,NA,44,40,6034
Hispanic alone,75-79,NA,45,38,3619
Hispanic alone,75-79,NA,46,3,309
Hispanic alone,75-79,NA,47,45,5315
Hispanic alone,75-79,NA,48,1871,158023
Hispanic alone,75-79,NA,49,54,5290
Hispanic alone,75-79,NA,51,88,10368
Hispanic alone,75-79,NA,53,114,10056
Hispanic alone,75-79,NA,54,6,453
Hispanic alone,75-79,NA,55,42,3065
Hispanic alone,75-79,NA,56,18,2023
Hispanic alone,80+,NA,1,20,2452
Hispanic alone,80+,NA,2,8,737
Hispanic alone,80+,NA,4,505,44629
Hispanic alone,80+,NA,5,25,1606
Hispanic alone,80+,NA,6,5560,481515
Hispanic alone,80+,NA,8,334,25586
Hispanic alone,80+,NA,9,129,14520
Hispanic alone,80+,NA,10,11,985
Hispanic alone,80+,NA,11,8,1051
Hispanic alone,80+,NA,12,1276,125610
Hispanic alone,80+,NA,13,97,10387
Hispanic alone,80+,NA,15,36,2077
Hispanic alone,80+,NA,16,37,4557
Hispanic alone,80+,NA,17,437,52109
Hispanic alone,80+,NA,18,80,8805
Hispanic alone,80+,NA,19,14,851
Hispanic alone,80+,NA,20,47,6613
Hispanic alone,80+,NA,21,22,1381
Hispanic alone,80+,NA,22,53,3638
Hispanic alone,80+,NA,23,2,206
Hispanic alone,80+,NA,24,112,12897
Hispanic alone,80+,NA,25,203,19845
Hispanic alone,80+,NA,26,93,8968
Hispanic alone,80+,NA,27,25,2375
Hispanic alone,80+,NA,28,14,984
Hispanic alone,80+,NA,29,49,5472
Hispanic alone,80+,NA,30,7,540
Hispanic alone,80+,NA,31,23,2551
Hispanic alone,80+,NA,32,169,17780
Hispanic alone,80+,NA,33,4,904
Hispanic alone,80+,NA,34,473,60157
Hispanic alone,80+,NA,35,389,33092
Hispanic alone,80+,NA,36,1488,190538
Hispanic alone,80+,NA,37,117,12199
Hispanic alone,80+,NA,38,2,117
Hispanic alone,80+,NA,39,89,8438
Hispanic alone,80+,NA,40,53,5155
Hispanic alone,80+,NA,41,66,7421
Hispanic alone,80+,NA,42,148,23287
Hispanic alone,80+,NA,44,35,4658
Hispanic alone,80+,NA,45,55,5725
Hispanic alone,80+,NA,46,7,1506
Hispanic alone,80+,NA,47,39,2961
Hispanic alone,80+,NA,48,2086,171140
Hispanic alone,80+,NA,49,52,5444
Hispanic alone,80+,NA,50,4,230
Hispanic alone,80+,NA,51,103,12137
Hispanic alone,80+,NA,53,159,13037
Hispanic alone,80+,NA,54,7,425
Hispanic alone,80+,NA,55,29,4759
Hispanic alone,80+,NA,56,13,993
NA,0-4,NA,1,662,74465
NA,0-4,NA,2,257,29708
NA,0-4,NA,4,966,108415
NA,0-4,NA,5,536,51307
NA,0-4,NA,6,6160,676683
NA,0-4,NA,8,911,95741
NA,0-4,NA,9,514,58136
NA,0-4,NA,10,173,21775
NA,0-4,NA,11,168,21089
NA,0-4,NA,12,2391,317104
NA,0-4,NA,13,1738,212313
NA,0-4,NA,15,913,110898
NA,0-4,NA,16,239,22571
NA,0-4,NA,17,1706,188289
NA,0-4,NA,18,1082,125055
NA,0-4,NA,19,381,49444
NA,0-4,NA,20,516,55992
NA,0-4,NA,21,762,85149
NA,0-4,NA,22,695,83433
NA,0-4,NA,23,147,14371
NA,0-4,NA,24,1238,127721
NA,0-4,NA,25,1052,119296
NA,0-4,NA,26,1505,185976
NA,0-4,NA,27,768,109751
NA,0-4,NA,28,371,47542
NA,0-4,NA,29,1003,115188
NA,0-4,NA,30,130,13408
NA,0-4,NA,31,274,34825
NA,0-4,NA,32,578,79099
NA,0-4,NA,33,151,14801
NA,0-4,NA,34,1265,135464
NA,0-4,NA,35,153,16160
NA,0-4,NA,36,2705,312069
NA,0-4,NA,37,1921,230936
NA,0-4,NA,38,133,18756
NA,0-4,NA,39,1891,227414
NA,0-4,NA,40,1484,148711
NA,0-4,NA,41,794,75740
NA,0-4,NA,42,1541,193028
NA,0-4,NA,44,133,16510
NA,0-4,NA,45,859,97838
NA,0-4,NA,46,127,15525
NA,0-4,NA,47,1106,127424
NA,0-4,NA,48,3498,384360
NA,0-4,NA,49,517,55805
NA,0-4,NA,50,59,6694
NA,0-4,NA,51,1907,201490
NA,0-4,NA,53,2050,207904
NA,0-4,NA,54,220,19542
NA,0-4,NA,55,589,84423
NA,0-4,NA,56,84,6876
NA,5-9,NA,1,659,70622
NA,5-9,NA,2,248,32977
NA,5-9,NA,4,1052,115767
NA,5-9,NA,5,551,51098
NA,5-9,NA,6,6399,673206
NA,5-9,NA,8,963,90940
NA,5-9,NA,9,546,59097
NA,5-9,NA,10,158,21386
NA,5-9,NA,11,133,13718
NA,5-9,NA,12,2587,321736
NA,5-9,NA,13,1750,204261
NA,5-9,NA,15,1059,104967
NA,5-9,NA,16,277,23899
NA,5-9,NA,17,1839,190453
NA,5-9,NA,18,1118,126218
NA,5-9,NA,19,414,50186
NA,5-9,NA,20,551,58722
NA,5-9,NA,21,699,75379
NA,5-9,NA,22,724,87104
NA,5-9,NA,23,164,17314
NA,5-9,NA,24,1270,126541
NA,5-9,NA,25,1096,113181
NA,5-9,NA,26,1555,181593
NA,5-9,NA,27,871,129694
NA,5-9,NA,28,349,48002
NA,5-9,NA,29,1008,110133
NA,5-9,NA,30,178,20308
NA,5-9,NA,31,302,36587
NA,5-9,NA,32,667,79868
NA,5-9,NA,33,130,11783
NA,5-9,NA,34,1280,130032
NA,5-9,NA,35,191,18593
NA,5-9,NA,36,2686,277770
NA,5-9,NA,37,1853,205497
NA,5-9,NA,38,129,13280
NA,5-9,NA,39,1974,220802
NA,5-9,NA,40,1584,144185
NA,5-9,NA,41,871,78927
NA,5-9,NA,42,1708,206965
NA,5-9,NA,44,136,16568
NA,5-9,NA,45,875,91516
NA,5-9,NA,46,129,14257
NA,5-9,NA,47,1063,115927
NA,5-9,NA,48,3736,378085
NA,5-9,NA,49,551,55120
NA,5-9,NA,50,69,6056
NA,5-9,NA,51,2017,194649
NA,5-9,NA,53,2169,207601
NA,5-9,NA,54,260,23911
NA,5-9,NA,55,687,88027
NA,5-9,NA,56,107,7781
NA,10-14,NA,1,675,66894
NA,10-14,NA,2,283,36533
NA,10-14,NA,4,1086,120553
NA,10-14,NA,5,567,52037
NA,10-14,NA,6,6471,670993
NA,10-14,NA,8,1040,95061
NA,10-14,NA,9,548,58439
NA,10-14,NA,10,166,20169
NA,10-14,NA,11,76,7213
NA,10-14,NA,12,2628,321390
NA,10-14,NA,13,1782,203388
NA,10-14,NA,15,1188,113731
NA,10-14,NA,16,344,30263
NA,10-14,NA,17,1805,187097
NA,10-14,NA,18,1067,122621
NA,10-14,NA,19,407,45770
NA,10-14,NA,20,592,61111
NA,10-14,NA,21,697,78694
NA,10-14,NA,22,650,73582
NA,10-14,NA,23,163,14392
NA,10-14,NA,24,1310,122427
NA,10-14,NA,25,1123,113072
NA,10-14,NA,26,1537,176431
NA,10-14,NA,27,892,119928
NA,10-14,NA,28,346,35609
NA,10-14,NA,29,1074,111331
NA,10-14,NA,30,196,20674
NA,10-14,NA,31,340,38667
NA,10-14,NA,32,638,73276
NA,10-14,NA,33,170,15191
NA,10-14,NA,34,1277,133956
NA,10-14,NA,35,219,23205
NA,10-14,NA,36,2608,267671
NA,10-14,NA,37,1738,196790
NA,10-14,NA,38,127,14973
NA,10-14,NA,39,1970,218358
NA,10-14,NA,40,1665,141645
NA,10-14,NA,41,904,81714
NA,10-14,NA,42,1568,187830
NA,10-14,NA,44,132,16919
NA,10-14,NA,45,841,88211
NA,10-14,NA,46,160,17301
NA,10-14,NA,47,1107,117649
NA,10-14,NA,48,3709,371517
NA,10-14,NA,49,566,54212
NA,10-14,NA,50,90,10202
NA,10-14,NA,51,1989,188859
NA,10-14,NA,53,2167,199000
NA,10-14,NA,54,277,25533
NA,10-14,NA,55,762,90718
NA,10-14,NA,56,118,9474
NA,15-19,NA,1,721,69301
NA,15-19,NA,2,265,29740
NA,15-19,NA,4,1144,113784
NA,15-19,NA,5,548,45966
NA,15-19,NA,6,6508,584850
NA,15-19,NA,8,925,83345
NA,15-19,NA,9,630,59197
NA,15-19,NA,10,130,14539
NA,15-19,NA,11,105,8610
NA,15-19,NA,12,2649,295539
NA,15-19,NA,13,1708,176379
NA,15-19,NA,15,1132,97041
NA,15-19,NA,16,286,24028
NA,15-19,NA,17,1584,158606
NA,15-19,NA,18,1104,114778
NA,15-19,NA,19,411,45310
NA,15-19,NA,20,573,58106
NA,15-19,NA,21,701,70281
NA,15-19,NA,22,576,59457
NA,15-19,NA,23,180,14011
NA,15-19,NA,24,1142,113327
NA,15-19,NA,25,1232,109129
NA,15-19,NA,26,1442,149439
NA,15-19,NA,27,840,99517
NA,15-19,NA,28,360,43224
NA,15-19,NA,29,1154,106307
NA,15-19,NA,30,142,14359
NA,15-19,NA,31,269,30591
NA,15-19,NA,32,631,66696
NA,15-19,NA,33,184,16281
NA,15-19,NA,34,1024,102487
NA,15-19,NA,35,210,21920
NA,15-19,NA,36,2573,222626
NA,15-19,NA,37,1822,176437
NA,15-19,NA,38,98,8699
NA,15-19,NA,39,1936,202125
NA,15-19,NA,40,1577,134496
NA,15-19,NA,41,913,79119
NA,15-19,NA,42,1761,185475
NA,15-19,NA,44,157,16786
NA,15-19,NA,45,811,79874
NA,15-19,NA,46,120,13916
NA,15-19,NA,47,1053,99530
NA,15-19,NA,48,3405,311233
NA,15-19,NA,49,567,50590
NA,15-19,NA,50,109,9340
NA,15-19,NA,51,1804,166345
NA,15-19,NA,53,2008,169634
NA,15-19,NA,54,260,24340
NA,15-19,NA,55,718,75083
NA,15-19,NA,56,115,8486
NA,20-24,NA,1,505,53221
NA,20-24,NA,2,158,17431
NA,20-24,NA,4,881,100487
NA,20-24,NA,5,411,41042
NA,20-24,NA,6,4764,452119
NA,20-24,NA,8,701,75155
NA,20-24,NA,9,396,40896
NA,20-24,NA,10,113,14976
NA,20-24,NA,11,112,8327
NA,20-24,NA,12,1901,219997
NA,20-24,NA,13,1194,137980
NA,20-24,NA,15,761,76433
NA,20-24,NA,16,178,17731
NA,20-24,NA,17,1120,136212
NA,20-24,NA,18,824,95213
NA,20-24,NA,19,275,32938
NA,20-24,NA,20,397,46425
NA,20-24,NA,21,525,53927
NA,20-24,NA,22,412,44867
NA,20-24,NA,23,154,12128
NA,20-24,NA,24,725,79976
NA,20-24,NA,25,1072,96591
NA,20-24,NA,26,999,126710
NA,20-24,NA,27,515,69930
