raceth,age_group_5yr,sex,statefip,n,weighted
White Non-Hispanic,50-54,NA,42,27629,2483580
White Non-Hispanic,50-54,NA,44,1945,201095
White Non-Hispanic,50-54,NA,45,9575,874228
White Non-Hispanic,50-54,NA,46,1612,162673
White Non-Hispanic,50-54,NA,47,14325,1360933
White Non-Hispanic,50-54,NA,48,34695,3083218
White Non-Hispanic,50-54,NA,49,5884,540768
White Non-Hispanic,50-54,NA,50,1513,149598
White Non-Hispanic,50-54,NA,51,14753,1339100
White Non-Hispanic,50-54,NA,53,13610,1293298
White Non-Hispanic,50-54,NA,54,4211,424645
White Non-Hispanic,50-54,NA,55,13383,1190291
White Non-Hispanic,50-54,NA,56,1074,106077
White Non-Hispanic,55-59,NA,1,10211,875419
White Non-Hispanic,55-59,NA,2,883,107715
White Non-Hispanic,55-59,NA,4,11615,1016838
White Non-Hispanic,55-59,NA,5,6279,542451
White Non-Hispanic,55-59,NA,6,42179,3791324
White Non-Hispanic,55-59,NA,8,11076,941176
White Non-Hispanic,55-59,NA,9,8162,711397
White Non-Hispanic,55-59,NA,10,1891,168894
White Non-Hispanic,55-59,NA,11,558,41634
White Non-Hispanic,55-59,NA,12,36385,3213259
White Non-Hispanic,55-59,NA,13,18219,1491648
White Non-Hispanic,55-59,NA,15,878,77554
White Non-Hispanic,55-59,NA,16,3880,365068
White Non-Hispanic,55-59,NA,17,25564,2069871
White Non-Hispanic,55-59,NA,18,15688,1357976
White Non-Hispanic,55-59,NA,19,7682,661474
White Non-Hispanic,55-59,NA,20,6146,526290
White Non-Hispanic,55-59,NA,21,11181,1000482
White Non-Hispanic,55-59,NA,22,7740,660896
White Non-Hispanic,55-59,NA,23,4029,371748
White Non-Hispanic,55-59,NA,24,10482,855712
White Non-Hispanic,55-59,NA,25,15986,1417868
White Non-Hispanic,55-59,NA,26,23985,2054386
White Non-Hispanic,55-59,NA,27,14437,1180499
White Non-Hispanic,55-59,NA,28,4875,409047
White Non-Hispanic,55-59,NA,29,14107,1232053
White Non-Hispanic,55-59,NA,30,2436,232599
White Non-Hispanic,55-59,NA,31,4192,355327
White Non-Hispanic,55-59,NA,32,4564,413096
White Non-Hispanic,55-59,NA,33,4012,368379
White Non-Hispanic,55-59,NA,34,17297,1460513
White Non-Hispanic,55-59,NA,35,2167,192595
White Non-Hispanic,55-59,NA,36,37114,2927725
White Non-Hispanic,55-59,NA,37,20890,1804896
White Non-Hispanic,55-59,NA,38,1858,143552
White Non-Hispanic,55-59,NA,39,27330,2401716
White Non-Hispanic,55-59,NA,40,6594,622662
White Non-Hispanic,55-59,NA,41,8600,776952
White Non-Hispanic,55-59,NA,42,32104,2707349
White Non-Hispanic,55-59,NA,44,2460,230322
White Non-Hispanic,55-59,NA,45,10531,902763
White Non-Hispanic,55-59,NA,46,2005,181142
White Non-Hispanic,55-59,NA,47,15813,1394338
White Non-Hispanic,55-59,NA,48,38124,3059455
White Non-Hispanic,55-59,NA,49,5795,488228
White Non-Hispanic,55-59,NA,50,1765,157147
White Non-Hispanic,55-59,NA,51,16891,1415451
White Non-Hispanic,55-59,NA,53,14835,1313114
White Non-Hispanic,55-59,NA,54,4442,420010
White Non-Hispanic,55-59,NA,55,16550,1331175
White Non-Hispanic,55-59,NA,56,1253,118960
White Non-Hispanic,60-64,NA,1,11660,962374
White Non-Hispanic,60-64,NA,2,1059,128362
White Non-Hispanic,60-64,NA,4,14746,1249293
White Non-Hispanic,60-64,NA,5,7409,625180
White Non-Hispanic,60-64,NA,6,49868,4251403
White Non-Hispanic,60-64,NA,8,13397,1111300
White Non-Hispanic,60-64,NA,9,9340,790862
White Non-Hispanic,60-64,NA,10,2709,220458
White Non-Hispanic,60-64,NA,11,532,38017
White Non-Hispanic,60-64,NA,12,45723,3860734
White Non-Hispanic,60-64,NA,13,19885,1578094
White Non-Hispanic,60-64,NA,15,1016,87529
White Non-Hispanic,60-64,NA,16,4624,416726
White Non-Hispanic,60-64,NA,17,29396,2266554
White Non-Hispanic,60-64,NA,18,18132,1507552
White Non-Hispanic,60-64,NA,19,9708,791712
White Non-Hispanic,60-64,NA,20,7805,630902
White Non-Hispanic,60-64,NA,21,12370,1052011
White Non-Hispanic,60-64,NA,22,9229,783461
White Non-Hispanic,60-64,NA,23,4895,420812
White Non-Hispanic,60-64,NA,24,11682,921172
White Non-Hispanic,60-64,NA,25,17914,1539041
White Non-Hispanic,60-64,NA,26,28736,2310385
White Non-Hispanic,60-64,NA,27,17708,1373510
White Non-Hispanic,60-64,NA,28,5974,487669
White Non-Hispanic,60-64,NA,29,16823,1427260
White Non-Hispanic,60-64,NA,30,3211,282572
White Non-Hispanic,60-64,NA,31,5514,439494
White Non-Hispanic,60-64,NA,32,5564,479785
White Non-Hispanic,60-64,NA,33,4859,429600
White Non-Hispanic,60-64,NA,34,19643,1592887
White Non-Hispanic,60-64,NA,35,3131,270930
White Non-Hispanic,60-64,NA,36,42747,3270551
White Non-Hispanic,60-64,NA,37,24040,1982660
White Non-Hispanic,60-64,NA,38,2336,175530
White Non-Hispanic,60-64,NA,39,32012,2715421
White Non-Hispanic,60-64,NA,40,8034,761240
White Non-Hispanic,60-64,NA,41,10267,884662
White Non-Hispanic,60-64,NA,42,37666,3029923
White Non-Hispanic,60-64,NA,44,2839,252706
White Non-Hispanic,60-64,NA,45,12516,1027118
White Non-Hispanic,60-64,NA,46,2496,226389
White Non-Hispanic,60-64,NA,47,17535,1462940
White Non-Hispanic,60-64,NA,48,45792,3501720
White Non-Hispanic,60-64,NA,49,6360,520283
White Non-Hispanic,60-64,NA,50,2292,194371
White Non-Hispanic,60-64,NA,51,18306,1492993
White Non-Hispanic,60-64,NA,53,17477,1492521
White Non-Hispanic,60-64,NA,54,5270,472802
White Non-Hispanic,60-64,NA,55,19737,1521758
White Non-Hispanic,60-64,NA,56,1603,135184
White Non-Hispanic,65-69,NA,1,11767,856705
White Non-Hispanic,65-69,NA,2,1103,113060
White Non-Hispanic,65-69,NA,4,16300,1226261
White Non-Hispanic,65-69,NA,5,7384,554427
White Non-Hispanic,65-69,NA,6,50692,3886559
White Non-Hispanic,65-69,NA,8,13461,1004111
White Non-Hispanic,65-69,NA,9,8996,677196
White Non-Hispanic,65-69,NA,10,2970,210369
White Non-Hispanic,65-69,NA,11,513,35034
White Non-Hispanic,65-69,NA,12,48322,3730658
White Non-Hispanic,65-69,NA,13,19448,1375793
White Non-Hispanic,65-69,NA,15,1192,95955
White Non-Hispanic,65-69,NA,16,4777,390367
White Non-Hispanic,65-69,NA,17,28199,2031343
White Non-Hispanic,65-69,NA,18,17361,1317694
White Non-Hispanic,65-69,NA,19,9397,696042
White Non-Hispanic,65-69,NA,20,7948,572487
White Non-Hispanic,65-69,NA,21,12351,948332
White Non-Hispanic,65-69,NA,22,9284,683511
White Non-Hispanic,65-69,NA,23,5249,388532
White Non-Hispanic,65-69,NA,24,11308,799270
White Non-Hispanic,65-69,NA,25,17295,1357680
White Non-Hispanic,65-69,NA,26,28206,2067841
White Non-Hispanic,65-69,NA,27,17025,1171892
White Non-Hispanic,65-69,NA,28,5808,422196
White Non-Hispanic,65-69,NA,29,16337,1246061
White Non-Hispanic,65-69,NA,30,3484,272733
White Non-Hispanic,65-69,NA,31,5247,389067
White Non-Hispanic,65-69,NA,32,5701,444689
White Non-Hispanic,65-69,NA,33,4725,359575
White Non-Hispanic,65-69,NA,34,18976,1402635
White Non-Hispanic,65-69,NA,35,3437,275731
White Non-Hispanic,65-69,NA,36,41325,2843617
White Non-Hispanic,65-69,NA,37,24434,1774795
White Non-Hispanic,65-69,NA,38,2348,160080
White Non-Hispanic,65-69,NA,39,31718,2432885
White Non-Hispanic,65-69,NA,40,7564,666661
White Non-Hispanic,65-69,NA,41,11193,874283
White Non-Hispanic,65-69,NA,42,37735,2782266
White Non-Hispanic,65-69,NA,44,2942,230769
White Non-Hispanic,65-69,NA,45,12599,946122
White Non-Hispanic,65-69,NA,46,2611,202789
White Non-Hispanic,65-69,NA,47,17250,1298585
White Non-Hispanic,65-69,NA,48,45509,3094120
White Non-Hispanic,65-69,NA,49,6314,476475
White Non-Hispanic,65-69,NA,50,2367,180050
White Non-Hispanic,65-69,NA,51,17363,1317607
White Non-Hispanic,65-69,NA,53,17951,1383753
White Non-Hispanic,65-69,NA,54,5464,444740
White Non-Hispanic,65-69,NA,55,18767,1346355
White Non-Hispanic,65-69,NA,56,1712,136530
White Non-Hispanic,70-74,NA,1,10239,741440
White Non-Hispanic,70-74,NA,2,889,87261
White Non-Hispanic,70-74,NA,4,15686,1164319
White Non-Hispanic,70-74,NA,5,6517,483601
White Non-Hispanic,70-74,NA,6,46607,3499822
White Non-Hispanic,70-74,NA,8,11548,850026
White Non-Hispanic,70-74,NA,9,7733,571634
White Non-Hispanic,70-74,NA,10,2731,183827
White Non-Hispanic,70-74,NA,11,478,31938
White Non-Hispanic,70-74,NA,12,46216,3509505
White Non-Hispanic,70-74,NA,13,17243,1194215
White Non-Hispanic,70-74,NA,15,1195,92913
White Non-Hispanic,70-74,NA,16,4260,344511
White Non-Hispanic,70-74,NA,17,23859,1697771
White Non-Hispanic,70-74,NA,18,14908,1116152
White Non-Hispanic,70-74,NA,19,8097,597381
White Non-Hispanic,70-74,NA,20,6511,471681
White Non-Hispanic,70-74,NA,21,10630,790880
White Non-Hispanic,70-74,NA,22,8238,585373
White Non-Hispanic,70-74,NA,23,4539,336877
White Non-Hispanic,70-74,NA,24,9813,681186
White Non-Hispanic,70-74,NA,25,14713,1122870
White Non-Hispanic,70-74,NA,26,24146,1754080
White Non-Hispanic,70-74,NA,27,14295,1005381
White Non-Hispanic,70-74,NA,28,5306,374985
White Non-Hispanic,70-74,NA,29,13824,1040833
White Non-Hispanic,70-74,NA,30,3032,243206
White Non-Hispanic,70-74,NA,31,4575,330564
White Non-Hispanic,70-74,NA,32,5571,411578
White Non-Hispanic,70-74,NA,33,3968,300164
White Non-Hispanic,70-74,NA,34,15589,1136168
White Non-Hispanic,70-74,NA,35,3409,267247
White Non-Hispanic,70-74,NA,36,36749,2528859
White Non-Hispanic,70-74,NA,37,21802,1555844
White Non-Hispanic,70-74,NA,38,1941,130100
White Non-Hispanic,70-74,NA,39,26907,2040660
White Non-Hispanic,70-74,NA,40,6595,572660
White Non-Hispanic,70-74,NA,41,10922,838407
White Non-Hispanic,70-74,NA,42,32027,2342078
White Non-Hispanic,70-74,NA,44,2427,184070
White Non-Hispanic,70-74,NA,45,11606,863172
White Non-Hispanic,70-74,NA,46,2277,174171
White Non-Hispanic,70-74,NA,47,15269,1127401
White Non-Hispanic,70-74,NA,48,39365,2646990
White Non-Hispanic,70-74,NA,49,5447,399134
White Non-Hispanic,70-74,NA,50,1955,144131
White Non-Hispanic,70-74,NA,51,15240,1150574
White Non-Hispanic,70-74,NA,53,16157,1205907
White Non-Hispanic,70-74,NA,54,5054,402160
White Non-Hispanic,70-74,NA,55,15675,1111740
White Non-Hispanic,70-74,NA,56,1420,113470
White Non-Hispanic,75-79,NA,1,8113,555714
White Non-Hispanic,75-79,NA,2,559,55021
White Non-Hispanic,75-79,NA,4,12841,974909
White Non-Hispanic,75-79,NA,5,5063,361936
White Non-Hispanic,75-79,NA,6,36563,2601926
White Non-Hispanic,75-79,NA,8,8263,572991
White Non-Hispanic,75-79,NA,9,5964,417202
White Non-Hispanic,75-79,NA,10,1999,125895
White Non-Hispanic,75-79,NA,11,379,28757
White Non-Hispanic,75-79,NA,12,37727,3005234
White Non-Hispanic,75-79,NA,13,13260,883724
White Non-Hispanic,75-79,NA,15,866,69673
White Non-Hispanic,75-79,NA,16,3160,233898
White Non-Hispanic,75-79,NA,17,17041,1182208
White Non-Hispanic,75-79,NA,18,10473,766536
White Non-Hispanic,75-79,NA,19,5787,408517
White Non-Hispanic,75-79,NA,20,4773,327410
White Non-Hispanic,75-79,NA,21,7579,540876
White Non-Hispanic,75-79,NA,22,6114,407895
White Non-Hispanic,75-79,NA,23,3344,233039
White Non-Hispanic,75-79,NA,24,7530,512256
White Non-Hispanic,75-79,NA,25,10976,805731
White Non-Hispanic,75-79,NA,26,16823,1152015
White Non-Hispanic,75-79,NA,27,9717,673859
White Non-Hispanic,75-79,NA,28,4091,275842
White Non-Hispanic,75-79,NA,29,10278,734185
White Non-Hispanic,75-79,NA,30,2141,159130
White Non-Hispanic,75-79,NA,31,3190,224857
White Non-Hispanic,75-79,NA,32,4291,307837
White Non-Hispanic,75-79,NA,33,2732,200801
White Non-Hispanic,75-79,NA,34,11927,865831
White Non-Hispanic,75-79,NA,35,2357,189440
White Non-Hispanic,75-79,NA,36,27080,1819101
White Non-Hispanic,75-79,NA,37,16862,1142524
White Non-Hispanic,75-79,NA,38,1316,88529
White Non-Hispanic,75-79,NA,39,18938,1377879
White Non-Hispanic,75-79,NA,40,5131,418083
White Non-Hispanic,75-79,NA,41,7802,554955
White Non-Hispanic,75-79,NA,42,23416,1645828
White Non-Hispanic,75-79,NA,44,1846,134101
White Non-Hispanic,75-79,NA,45,8935,629602
White Non-Hispanic,75-79,NA,46,1403,105594
White Non-Hispanic,75-79,NA,47,11590,808060
White Non-Hispanic,75-79,NA,48,29964,1888609
White Non-Hispanic,75-79,NA,49,3808,269634
White Non-Hispanic,75-79,NA,50,1417,96086
White Non-Hispanic,75-79,NA,51,11892,869809
White Non-Hispanic,75-79,NA,53,11965,835962
White Non-Hispanic,75-79,NA,54,3503,273218
White Non-Hispanic,75-79,NA,55,10690,738574
White Non-Hispanic,75-79,NA,56,969,69103
White Non-Hispanic,80+,NA,1,9392,619465
White Non-Hispanic,80+,NA,2,523,46124
White Non-Hispanic,80+,NA,4,14006,1013501
White Non-Hispanic,80+,NA,5,6031,420919
White Non-Hispanic,80+,NA,6,45766,3224159
White Non-Hispanic,80+,NA,8,9045,618773
White Non-Hispanic,80+,NA,9,8089,550713
White Non-Hispanic,80+,NA,10,2040,144207
White Non-Hispanic,80+,NA,11,378,28967
White Non-Hispanic,80+,NA,12,44160,3460535
White Non-Hispanic,80+,NA,13,14587,971174
White Non-Hispanic,80+,NA,15,791,60848
White Non-Hispanic,80+,NA,16,3586,257798
White Non-Hispanic,80+,NA,17,22405,1547225
White Non-Hispanic,80+,NA,18,12601,914342
White Non-Hispanic,80+,NA,19,8148,538367
White Non-Hispanic,80+,NA,20,6396,421658
White Non-Hispanic,80+,NA,21,8600,617070
White Non-Hispanic,80+,NA,22,7098,466619
White Non-Hispanic,80+,NA,23,3833,260239
White Non-Hispanic,80+,NA,24,9114,628943
White Non-Hispanic,80+,NA,25,13798,1014093
White Non-Hispanic,80+,NA,26,20518,1438317
White Non-Hispanic,80+,NA,27,12208,869725
White Non-Hispanic,80+,NA,28,4754,318748
White Non-Hispanic,80+,NA,29,12660,903028
White Non-Hispanic,80+,NA,30,2268,175560
White Non-Hispanic,80+,NA,31,4149,281820
White Non-Hispanic,80+,NA,32,4211,299854
White Non-Hispanic,80+,NA,33,3127,231426
White Non-Hispanic,80+,NA,34,14921,1095628
White Non-Hispanic,80+,NA,35,2497,204313
White Non-Hispanic,80+,NA,36,34746,2375148
White Non-Hispanic,80+,NA,37,18623,1252135
White Non-Hispanic,80+,NA,38,1793,119625
White Non-Hispanic,80+,NA,39,23389,1707060
White Non-Hispanic,80+,NA,40,6171,488978
White Non-Hispanic,80+,NA,41,8750,634903
White Non-Hispanic,80+,NA,42,29643,2135144
White Non-Hispanic,80+,NA,44,2300,171415
White Non-Hispanic,80+,NA,45,9181,635161
White Non-Hispanic,80+,NA,46,2073,137288
White Non-Hispanic,80+,NA,47,12963,886111
White Non-Hispanic,80+,NA,48,34874,2172523
White Non-Hispanic,80+,NA,49,4455,305288
White Non-Hispanic,80+,NA,50,1691,121195
White Non-Hispanic,80+,NA,51,13430,974508
White Non-Hispanic,80+,NA,53,13684,940396
White Non-Hispanic,80+,NA,54,4134,311365
White Non-Hispanic,80+,NA,55,12904,915097
White Non-Hispanic,80+,NA,56,1083,82481
White Hispanic,0-4,NA,1,350,53862
White Hispanic,0-4,NA,2,45,9466
White Hispanic,0-4,NA,4,3288,475071
White Hispanic,0-4,NA,5,459,63946
White Hispanic,0-4,NA,6,14463,1970905
White Hispanic,0-4,NA,8,1722,275590
White Hispanic,0-4,NA,9,663,100422
White Hispanic,0-4,NA,10,114,19191
White Hispanic,0-4,NA,11,63,10665
White Hispanic,0-4,NA,12,6731,981104
White Hispanic,0-4,NA,13,1420,192121
White Hispanic,0-4,NA,15,107,14243
White Hispanic,0-4,NA,16,453,64834
White Hispanic,0-4,NA,17,2371,336608
White Hispanic,0-4,NA,18,880,117496
White Hispanic,0-4,NA,19,326,46073
White Hispanic,0-4,NA,20,575,86006
White Hispanic,0-4,NA,21,387,51251
White Hispanic,0-4,NA,22,504,62209
White Hispanic,0-4,NA,23,56,5443
White Hispanic,0-4,NA,24,686,92733
White Hispanic,0-4,NA,25,1011,159731
White Hispanic,0-4,NA,26,929,117530
White Hispanic,0-4,NA,27,423,73540
White Hispanic,0-4,NA,28,154,16201
White Hispanic,0-4,NA,29,535,65549
White Hispanic,0-4,NA,30,87,12089
White Hispanic,0-4,NA,31,269,47630
White Hispanic,0-4,NA,32,983,136161
White Hispanic,0-4,NA,33,120,14612
White Hispanic,0-4,NA,34,1942,289718
White Hispanic,0-4,NA,35,1095,176556
White Hispanic,0-4,NA,36,2476,397506
White Hispanic,0-4,NA,37,1357,194001
White Hispanic,0-4,NA,38,53,6991
White Hispanic,0-4,NA,39,915,105746
White Hispanic,0-4,NA,40,730,109275
White Hispanic,0-4,NA,41,717,109708
White Hispanic,0-4,NA,42,970,180698
White Hispanic,0-4,NA,44,186,31815
White Hispanic,0-4,NA,45,506,73930
White Hispanic,0-4,NA,46,70,10993
White Hispanic,0-4,NA,47,791,120241
White Hispanic,0-4,NA,48,17176,2658971
White Hispanic,0-4,NA,49,862,127753
White Hispanic,0-4,NA,50,30,2040
White Hispanic,0-4,NA,51,1148,158768
White Hispanic,0-4,NA,53,1494,223976
White Hispanic,0-4,NA,54,72,8061
White Hispanic,0-4,NA,55,546,102639
White Hispanic,0-4,NA,56,105,13431
White Hispanic,5-9,NA,1,374,52395
White Hispanic,5-9,NA,2,53,7745
White Hispanic,5-9,NA,4,3760,505764
White Hispanic,5-9,NA,5,478,63147
White Hispanic,5-9,NA,6,16796,2111655
White Hispanic,5-9,NA,8,1923,268794
White Hispanic,5-9,NA,9,777,98600
White Hispanic,5-9,NA,10,135,18922
White Hispanic,5-9,NA,11,61,9718
White Hispanic,5-9,NA,12,7742,1000583
White Hispanic,5-9,NA,13,1502,202283
White Hispanic,5-9,NA,15,105,17264
White Hispanic,5-9,NA,16,486,60952
White Hispanic,5-9,NA,17,2746,395268
White Hispanic,5-9,NA,18,878,108377
White Hispanic,5-9,NA,19,369,53605
White Hispanic,5-9,NA,20,654,102145
White Hispanic,5-9,NA,21,376,52197
White Hispanic,5-9,NA,22,512,61244
White Hispanic,5-9,NA,23,56,4361
White Hispanic,5-9,NA,24,747,88584
White Hispanic,5-9,NA,25,1050,143266
White Hispanic,5-9,NA,26,961,124656
White Hispanic,5-9,NA,27,391,62157
White Hispanic,5-9,NA,28,158,15704
White Hispanic,5-9,NA,29,557,73126
White Hispanic,5-9,NA,30,81,10990
White Hispanic,5-9,NA,31,331,53974
White Hispanic,5-9,NA,32,1132,148573
White Hispanic,5-9,NA,33,91,12917
White Hispanic,5-9,NA,34,2042,262603
White Hispanic,5-9,NA,35,1227,193363
White Hispanic,5-9,NA,36,2647,370742
White Hispanic,5-9,NA,37,1450,205145
White Hispanic,5-9,NA,38,47,6411
White Hispanic,5-9,NA,39,962,118899
White Hispanic,5-9,NA,40,831,117177
White Hispanic,5-9,NA,41,811,113847
White Hispanic,5-9,NA,42,1040,174597
White Hispanic,5-9,NA,44,162,27522
White Hispanic,5-9,NA,45,565,76688
White Hispanic,5-9,NA,46,72,8334
White Hispanic,5-9,NA,47,748,107191
White Hispanic,5-9,NA,48,19628,2792583
White Hispanic,5-9,NA,49,839,107091
White Hispanic,5-9,NA,50,37,2893
White Hispanic,5-9,NA,51,1181,154910
White Hispanic,5-9,NA,53,1694,224620
White Hispanic,5-9,NA,54,76,7584
White Hispanic,5-9,NA,55,596,114460
White Hispanic,5-9,NA,56,111,15505
White Hispanic,10-14,NA,1,437,60838
White Hispanic,10-14,NA,2,54,9466
White Hispanic,10-14,NA,4,3968,527235
White Hispanic,10-14,NA,5,504,70260
White Hispanic,10-14,NA,6,19290,2408814
White Hispanic,10-14,NA,8,2158,304859
White Hispanic,10-14,NA,9,869,110694
White Hispanic,10-14,NA,10,109,17518
White Hispanic,10-14,NA,11,48,7373
White Hispanic,10-14,NA,12,8745,1090758
White Hispanic,10-14,NA,13,1705,223994
White Hispanic,10-14,NA,15,63,10005
White Hispanic,10-14,NA,16,514,69395
White Hispanic,10-14,NA,17,2819,395105
White Hispanic,10-14,NA,18,992,123659
White Hispanic,10-14,NA,19,371,61213
White Hispanic,10-14,NA,20,657,97609
White Hispanic,10-14,NA,21,374,46065
White Hispanic,10-14,NA,22,559,67093
White Hispanic,10-14,NA,23,62,5329
White Hispanic,10-14,NA,24,778,89207
White Hispanic,10-14,NA,25,1089,144279
White Hispanic,10-14,NA,26,1053,137076
White Hispanic,10-14,NA,27,418,69993
White Hispanic,10-14,NA,28,184,17417
White Hispanic,10-14,NA,29,564,72448
White Hispanic,10-14,NA,30,101,14656
White Hispanic,10-14,NA,31,362,57747
White Hispanic,10-14,NA,32,1253,157594
White Hispanic,10-14,NA,33,119,15596
White Hispanic,10-14,NA,34,2260,287057
White Hispanic,10-14,NA,35,1413,221275
White Hispanic,10-14,NA,36,2764,382096
White Hispanic,10-14,NA,37,1504,204997
White Hispanic,10-14,NA,38,47,9278
White Hispanic,10-14,NA,39,1008,112173
White Hispanic,10-14,NA,40,833,120518
White Hispanic,10-14,NA,41,955,132890
White Hispanic,10-14,NA,42,1112,188381
White Hispanic,10-14,NA,44,191,31966
White Hispanic,10-14,NA,45,584,84322
White Hispanic,10-14,NA,46,65,7902
White Hispanic,10-14,NA,47,765,107205
White Hispanic,10-14,NA,48,21744,3037334
White Hispanic,10-14,NA,49,938,128051
White Hispanic,10-14,NA,50,34,2461
White Hispanic,10-14,NA,51,1219,154155
White Hispanic,10-14,NA,53,1748,232038
White Hispanic,10-14,NA,54,86,8597
White Hispanic,10-14,NA,55,658,126571
White Hispanic,10-14,NA,56,115,16561
White Hispanic,15-19,NA,1,476,57888
White Hispanic,15-19,NA,2,68,8274
White Hispanic,15-19,NA,4,4366,537845
White Hispanic,15-19,NA,5,545,70703
White Hispanic,15-19,NA,6,22291,2421438
White Hispanic,15-19,NA,8,2502,305042
White Hispanic,15-19,NA,9,892,105085
White Hispanic,15-19,NA,10,142,16302
White Hispanic,15-19,NA,11,107,7760
White Hispanic,15-19,NA,12,9857,1146563
White Hispanic,15-19,NA,13,1933,229440
White Hispanic,15-19,NA,15,89,7634
White Hispanic,15-19,NA,16,501,57050
White Hispanic,15-19,NA,17,3239,430613
White Hispanic,15-19,NA,18,1128,137107
White Hispanic,15-19,NA,19,457,60014
White Hispanic,15-19,NA,20,685,88859
White Hispanic,15-19,NA,21,421,48313
White Hispanic,15-19,NA,22,551,53653
White Hispanic,15-19,NA,23,104,7053
White Hispanic,15-19,NA,24,851,93186
White Hispanic,15-19,NA,25,1218,142353
White Hispanic,15-19,NA,26,1239,141741
White Hispanic,15-19,NA,27,520,66165
White Hispanic,15-19,NA,28,200,19070
White Hispanic,15-19,NA,29,691,79356
White Hispanic,15-19,NA,30,94,12643
White Hispanic,15-19,NA,31,424,57578
White Hispanic,15-19,NA,32,1369,165887
White Hispanic,15-19,NA,33,151,16142
White Hispanic,15-19,NA,34,2468,272516
White Hispanic,15-19,NA,35,1625,209088
White Hispanic,15-19,NA,36,3386,374609
White Hispanic,15-19,NA,37,1863,208403
White Hispanic,15-19,NA,38,71,9130
White Hispanic,15-19,NA,39,1088,114531
White Hispanic,15-19,NA,40,942,118262
White Hispanic,15-19,NA,41,1098,127442
White Hispanic,15-19,NA,42,1386,190571
White Hispanic,15-19,NA,44,198,25051
White Hispanic,15-19,NA,45,679,79982
White Hispanic,15-19,NA,46,80,11014
White Hispanic,15-19,NA,47,852,96140
White Hispanic,15-19,NA,48,24193,3040080
White Hispanic,15-19,NA,49,1013,115255
White Hispanic,15-19,NA,50,57,4512
White Hispanic,15-19,NA,51,1556,175089
White Hispanic,15-19,NA,53,1804,218277
White Hispanic,15-19,NA,54,99,9754
White Hispanic,15-19,NA,55,758,124250
White Hispanic,15-19,NA,56,147,16078
White Hispanic,20-24,NA,1,373,46200
White Hispanic,20-24,NA,2,107,12725
White Hispanic,20-24,NA,4,3813,534271
